date,city,month,day_of_week,season,disruption_type,severity,duration_hours,rainfall_mm,temperature_c,aqi,wind_speed_ms,riders_affected,total_payout_inr,actual_value,threshold,has_disruption
2024-03-25,Chennai,3,0,summer,HeavyRain,Moderate,11.8,30.0,35.3,121.0,4.1,8,13368,30.0,64.0,1
2024-09-01,Hyderabad,9,6,monsoon,Flooding,Severe,11.5,9.6,30.1,73.0,1.1,11,15730,9.56,6.0,1
2025-01-08,Kolkata,1,2,winter,SevereAQI,Moderate,2.8,22.6,16.5,436.0,4.5,16,13376,435.51,400.0,1
2025-02-09,Pune,2,6,winter,HeavyRain,Severe,3.4,95.3,23.8,124.0,5.4,12,13116,95.27,64.0,1
2024-05-20,Delhi,5,0,summer,Flooding,Moderate,5.2,6.0,38.5,268.0,3.7,9,13671,6.0,6.0,1
2025-08-08,Delhi,8,4,monsoon,Flooding,Moderate,7.0,7.7,32.6,98.0,6.8,15,20250,7.67,6.0,1
2024-10-01,Bangalore,10,1,summer,HeavyRain,Extreme,3.7,132.1,27.8,62.0,2.3,8,13704,132.13,64.0,1
2023-12-06,Hyderabad,12,2,winter,SevereAQI,Moderate,5.5,1.2,23.0,400.0,7.2,16,23968,400.0,400.0,1
2025-07-27,Delhi,7,6,monsoon,SocialDisruption,Severe,5.0,54.1,32.1,155.0,0.0,7,7182,9.88,4.0,1
2024-06-30,Bangalore,6,6,monsoon,SocialDisruption,Moderate,12.8,150.9,24.9,84.0,2.4,13,23114,7.09,4.0,1
2023-11-27,Mumbai,11,0,winter,ExtremeHeat,Moderate,8.0,3.2,43.0,204.0,4.6,18,22482,43.0,48.0,1
2024-09-01,Delhi,9,6,monsoon,SevereAQI,Moderate,6.0,29.7,37.7,423.0,5.1,13,18707,422.82,400.0,1
2025-01-17,Ahmedabad,1,4,winter,SevereAQI,Severe,2.0,0.4,20.2,462.0,5.2,13,17381,462.33,400.0,1
2025-02-04,Chennai,2,1,winter,HeavyRain,Moderate,2.0,52.1,24.6,144.0,5.7,10,15890,52.14,64.0,1
2025-02-09,Lucknow,2,6,winter,SevereAQI,Moderate,6.9,23.1,11.9,440.0,2.1,5,7435,440.11,400.0,1
2023-05-14,Jaipur,5,6,summer,ExtremeHeat,Moderate,6.5,11.1,43.2,204.0,4.2,8,13480,43.16,48.0,1
2025-06-02,Bangalore,6,0,monsoon,SocialDisruption,Severe,4.8,134.5,22.4,74.0,7.7,16,16112,11.35,4.0,1
2024-11-06,Bangalore,11,2,winter,SocialDisruption,Extreme,10.9,33.2,22.0,64.0,5.4,7,8162,13.01,4.0,1
2023-02-19,Pune,2,6,winter,HeavyRain,Moderate,10.9,61.4,21.7,85.0,4.1,12,13620,61.37,64.0,1
2024-02-26,Chennai,2,0,winter,HeavyRain,Moderate,4.8,63.9,28.7,77.0,4.4,15,10695,63.93,64.0,1
2024-08-31,Lucknow,8,5,monsoon,SevereAQI,Severe,6.6,144.5,34.3,488.0,4.1,15,12195,487.53,400.0,1
2025-08-29,Hyderabad,8,4,monsoon,HeavyRain,Extreme,4.7,138.7,27.7,97.0,1.1,18,21672,138.69,64.0,1
2024-12-25,Bangalore,12,2,winter,HeavyRain,Moderate,6.9,56.1,25.4,72.0,5.5,10,13030,56.08,64.0,1
2025-08-04,Chennai,8,0,monsoon,Flooding,Severe,9.9,9.6,29.8,51.0,4.2,5,8510,9.61,6.0,1
2025-08-04,Kolkata,8,0,monsoon,Flooding,Severe,7.7,11.0,32.0,60.0,4.3,13,13754,10.99,6.0,1
2025-07-12,Delhi,7,5,monsoon,ExtremeHeat,Extreme,5.4,110.7,50.1,101.0,6.8,9,7947,50.08,48.0,1
2024-03-30,Delhi,3,5,summer,ExtremeHeat,Extreme,7.7,20.6,50.3,207.0,6.4,11,10021,50.26,48.0,1
2025-03-18,Delhi,3,1,summer,ExtremeHeat,Moderate,2.0,29.8,43.0,162.0,2.4,12,14352,43.0,48.0,1
2023-08-21,Chennai,8,0,monsoon,HeavyRain,Severe,13.7,106.4,31.9,85.0,2.3,7,9114,106.41,64.0,1
2023-11-01,Bangalore,11,2,winter,SocialDisruption,Severe,6.5,0.0,24.6,106.0,1.0,11,11231,10.45,4.0,1
2024-05-07,Mumbai,5,1,summer,SocialDisruption,Moderate,2.9,7.0,31.5,136.0,5.7,12,19872,5.63,4.0,1
2025-01-25,Bangalore,1,5,winter,ExtremeHeat,Moderate,8.2,19.5,46.4,108.0,4.9,11,19052,46.44,48.0,1
2023-01-10,Delhi,1,1,winter,SocialDisruption,Severe,8.3,5.6,19.4,394.0,6.4,9,8631,10.9,4.0,1
2023-09-16,Delhi,9,5,monsoon,ExtremeHeat,Moderate,7.2,114.2,44.2,79.0,4.5,18,12798,44.19,48.0,1
2025-09-14,Delhi,9,6,monsoon,SocialDisruption,Moderate,8.4,150.4,31.4,128.0,2.9,8,10568,9.2,4.0,1
2024-10-22,Bangalore,10,1,summer,HeavyRain,Moderate,9.3,62.4,26.7,49.0,5.4,14,19236,62.43,64.0,1
2023-12-04,Chennai,12,0,winter,Flooding,Moderate,2.1,6.9,29.0,109.0,2.7,13,10413,6.87,6.0,1
2024-01-06,Chennai,1,5,winter,HeavyRain,Severe,6.8,129.4,26.9,100.0,3.8,10,6450,129.36,64.0,1
2024-04-14,Hyderabad,4,6,summer,SevereAQI,Moderate,7.7,24.6,37.3,443.0,2.0,11,15015,443.19,400.0,1
2024-12-15,Mumbai,12,6,winter,HeavyRain,Extreme,6.2,180.7,25.3,126.0,1.5,8,8976,180.68,64.0,1
2025-04-14,Pune,4,0,summer,HeavyRain,Extreme,9.8,176.3,32.2,92.0,5.7,8,6952,176.35,64.0,1
2023-07-11,Kolkata,7,1,monsoon,Flooding,Moderate,4.1,9.2,26.9,90.0,5.4,9,7731,9.16,6.0,1
2023-10-10,Ahmedabad,10,1,summer,ExtremeHeat,Moderate,6.1,8.8,43.2,163.0,2.5,14,17808,43.21,48.0,1
2025-05-29,Bangalore,5,3,summer,SocialDisruption,Moderate,5.6,66.8,25.3,56.0,1.6,13,20878,5.26,4.0,1
2024-08-23,Bangalore,8,4,monsoon,SevereAQI,Severe,8.2,163.1,27.1,472.0,0.0,9,8073,471.87,400.0,1
2025-07-06,Mumbai,7,6,monsoon,SocialDisruption,Moderate,11.0,482.8,28.7,55.0,3.4,15,11025,4.0,4.0,1
2023-03-18,Bangalore,3,5,summer,Flooding,Moderate,2.0,6.3,29.0,45.0,0.1,12,8136,6.34,6.0,1
2025-10-04,Mumbai,10,5,summer,ExtremeHeat,Moderate,8.1,16.9,44.9,114.0,4.6,13,22971,44.89,48.0,1
2023-02-05,Mumbai,2,6,winter,SocialDisruption,Moderate,5.1,3.0,26.2,162.0,5.4,13,22685,7.98,4.0,1
2025-12-01,Kolkata,12,0,winter,SevereAQI,Extreme,5.7,18.7,23.9,521.0,2.8,10,13190,520.53,400.0,1
2025-12-09,Pune,12,1,winter,Flooding,Severe,7.7,10.7,20.2,118.0,2.2,8,12784,10.68,6.0,1
2023-02-15,Chennai,2,2,winter,HeavyRain,Moderate,6.5,30.0,26.1,80.0,3.1,11,7975,30.0,64.0,1
2023-08-08,Hyderabad,8,1,monsoon,Flooding,Moderate,5.4,7.6,25.0,64.0,0.0,7,11529,7.59,6.0,1
2023-03-31,Bangalore,3,4,summer,ExtremeHeat,Moderate,7.7,62.4,44.7,51.0,4.5,13,12337,44.74,48.0,1
2023-08-10,Hyderabad,8,3,monsoon,Flooding,Moderate,4.8,9.0,28.3,78.0,3.3,19,17480,8.98,6.0,1
2024-03-03,Bangalore,3,6,summer,ExtremeHeat,Moderate,4.6,39.6,43.0,91.0,0.4,14,13090,43.0,48.0,1
2025-02-21,Ahmedabad,2,4,winter,SocialDisruption,Severe,10.9,2.7,21.1,157.0,4.7,7,7091,11.38,4.0,1
2023-05-20,Kolkata,5,5,summer,SevereAQI,Moderate,5.3,25.9,30.6,400.0,4.4,8,10576,400.0,400.0,1
2024-04-29,Mumbai,4,0,summer,Flooding,Severe,4.8,12.2,29.4,94.0,0.6,6,7116,12.19,6.0,1
2025-01-19,Delhi,1,6,winter,SevereAQI,Moderate,9.7,2.2,18.1,400.0,6.9,8,5056,400.0,400.0,1
2025-10-26,Bangalore,10,6,summer,SevereAQI,Moderate,8.3,76.7,27.3,428.0,5.7,9,6840,428.01,400.0,1
2025-08-16,Bangalore,8,5,monsoon,SocialDisruption,Severe,3.5,163.0,25.1,45.0,6.5,11,9482,9.51,4.0,1
2023-06-17,Delhi,6,5,monsoon,Flooding,Moderate,7.1,6.0,28.7,113.0,3.9,16,26848,6.0,6.0,1
2023-09-02,Pune,9,5,monsoon,HeavyRain,Severe,8.8,122.4,28.0,41.0,4.2,15,21270,122.35,64.0,1
2024-09-27,Hyderabad,9,4,monsoon,HeavyRain,Moderate,2.4,78.7,29.9,86.0,1.5,13,16848,78.68,64.0,1
2024-10-15,Mumbai,10,1,summer,SocialDisruption,Extreme,4.9,21.5,34.8,134.0,4.8,16,14192,14.79,4.0,1
2025-12-31,Delhi,12,2,winter,Flooding,Severe,10.7,9.6,17.3,316.0,2.8,12,7920,9.57,6.0,1
2023-11-23,Jaipur,11,3,winter,SevereAQI,Moderate,2.7,15.6,17.8,400.0,2.5,14,19334,400.0,400.0,1
2023-01-09,Bangalore,1,0,winter,SocialDisruption,Moderate,6.6,16.6,21.1,80.0,1.7,17,28577,8.07,4.0,1
2024-11-27,Hyderabad,11,2,winter,SevereAQI,Extreme,2.0,12.2,23.0,552.0,1.9,12,11568,551.76,400.0,1
2023-05-05,Delhi,5,4,summer,ExtremeHeat,Moderate,9.7,32.4,46.0,226.0,4.1,17,30056,45.97,48.0,1
2025-08-31,Delhi,8,6,monsoon,Flooding,Moderate,2.1,8.9,39.7,78.0,4.7,12,11892,8.92,6.0,1
2024-09-24,Delhi,9,1,monsoon,HeavyRain,Moderate,4.5,49.3,34.6,101.0,4.3,17,26741,49.3,64.0,1
2025-07-19,Delhi,7,5,monsoon,Flooding,Severe,3.9,11.5,37.1,107.0,3.2,13,12818,11.46,6.0,1
2025-01-09,Chennai,1,3,winter,Flooding,Moderate,14.4,6.0,27.7,129.0,0.0,12,9528,6.03,6.0,1
2024-05-29,Hyderabad,5,2,summer,SocialDisruption,Moderate,9.0,30.1,40.8,160.0,3.5,11,12837,7.79,4.0,1
2023-05-19,Bangalore,5,4,summer,SocialDisruption,Moderate,10.5,83.4,30.2,80.0,5.6,7,4928,9.5,4.0,1
2025-03-03,Hyderabad,3,0,summer,HeavyRain,Moderate,6.6,80.6,37.2,94.0,2.7,10,17720,80.62,64.0,1
2023-06-10,Bangalore,6,5,monsoon,HeavyRain,Moderate,5.3,66.5,28.1,80.0,2.6,8,6016,66.49,64.0,1
2024-03-17,Jaipur,3,6,summer,ExtremeHeat,Moderate,2.0,11.5,43.0,178.0,5.8,11,13255,43.0,48.0,1
2023-11-22,Chennai,11,2,winter,Flooding,Severe,9.8,10.1,31.5,73.0,4.2,18,30690,10.13,6.0,1
2025-03-13,Mumbai,3,3,summer,SocialDisruption,Extreme,9.9,11.9,35.4,70.0,2.4,14,14658,15.33,4.0,1
2025-06-18,Mumbai,6,2,monsoon,SocialDisruption,Moderate,2.0,785.9,29.0,75.0,8.5,8,11176,7.45,4.0,1
2025-01-05,Hyderabad,1,6,winter,Flooding,Moderate,4.1,8.4,20.5,128.0,2.9,8,5952,8.37,6.0,1
2023-12-01,Pune,12,4,winter,HeavyRain,Severe,6.6,118.3,25.9,91.0,4.7,13,14196,118.31,64.0,1
2024-12-01,Jaipur,12,6,winter,SevereAQI,Moderate,9.1,23.5,11.8,400.0,4.7,16,26128,400.0,400.0,1
2024-05-04,Delhi,5,5,summer,SocialDisruption,Moderate,6.0,12.7,39.4,171.0,1.8,9,6066,8.06,4.0,1
2024-09-04,Chennai,9,2,monsoon,HeavyRain,Severe,8.6,103.4,32.8,88.0,4.8,11,10263,103.41,64.0,1
2025-11-20,Delhi,11,3,winter,SevereAQI,Moderate,2.0,20.9,10.0,427.0,0.5,14,14028,426.85,400.0,1
2023-06-29,Kolkata,6,3,monsoon,SevereAQI,Moderate,8.4,390.9,37.5,400.0,3.5,14,8582,400.0,400.0,1
2025-10-10,Bangalore,10,4,summer,Flooding,Moderate,5.0,7.8,29.3,80.0,2.3,16,15504,7.78,6.0,1
2024-12-02,Hyderabad,12,0,winter,ExtremeHeat,Severe,4.5,12.1,47.3,123.0,5.0,14,21896,47.29,48.0,1
2024-07-14,Delhi,7,6,monsoon,HeavyRain,Moderate,5.3,83.8,32.8,94.0,2.0,12,14424,83.84,64.0,1
2024-09-20,Ahmedabad,9,4,monsoon,ExtremeHeat,Moderate,7.5,38.0,45.5,76.0,5.0,18,21726,45.48,48.0,1
2025-06-05,Bangalore,6,3,monsoon,ExtremeHeat,Extreme,8.1,105.8,51.5,38.0,3.8,12,12936,51.53,48.0,1
2024-02-08,Chennai,2,3,winter,HeavyRain,Severe,8.8,114.5,22.4,145.0,4.8,17,28815,114.47,64.0,1
2023-12-29,Hyderabad,12,4,winter,SocialDisruption,Moderate,12.6,1.0,25.0,193.0,3.7,14,23786,8.35,4.0,1
2024-09-28,Kolkata,9,5,monsoon,HeavyRain,Moderate,9.0,30.0,27.7,80.0,7.7,11,15752,30.0,64.0,1
2024-05-10,Bangalore,5,4,summer,HeavyRain,Severe,6.3,115.7,28.9,41.0,4.0,13,21034,115.71,64.0,1
2023-05-22,Lucknow,5,0,summer,HeavyRain,Severe,7.0,99.3,39.6,246.0,4.3,20,23980,99.32,64.0,1
2024-12-17,Mumbai,12,1,winter,ExtremeHeat,Severe,7.1,7.9,49.5,126.0,4.0,12,16896,49.48,48.0,1
2023-01-09,Chennai,1,0,winter,ExtremeHeat,Moderate,2.0,186.9,46.0,160.0,4.6,11,6985,46.01,48.0,1
2023-01-02,Pune,1,0,winter,SevereAQI,Extreme,6.8,9.0,23.4,607.0,2.7,8,12016,607.09,400.0,1
2024-07-24,Delhi,7,2,monsoon,Flooding,Extreme,10.0,13.9,30.6,98.0,3.5,10,15640,13.91,6.0,1
2024-08-07,Lucknow,8,2,monsoon,ExtremeHeat,Moderate,9.3,99.2,44.7,86.0,5.2,12,19248,44.66,48.0,1
2023-08-11,Kolkata,8,4,monsoon,SocialDisruption,Moderate,8.4,542.8,27.5,98.0,0.9,18,19980,4.41,4.0,1
2024-03-12,Delhi,3,1,summer,SocialDisruption,Moderate,2.4,18.2,47.6,204.0,3.3,12,15600,6.71,4.0,1
2025-04-21,Delhi,4,0,summer,ExtremeHeat,Moderate,6.3,21.9,44.2,193.0,6.3,9,9180,44.22,48.0,1
2025-01-26,Pune,1,6,winter,Flooding,Moderate,3.0,9.0,21.1,79.0,6.2,13,10179,8.95,6.0,1
2024-10-31,Bangalore,10,3,summer,HeavyRain,Moderate,7.7,85.8,27.7,74.0,4.8,10,13300,85.85,64.0,1
2024-03-17,Bangalore,3,6,summer,ExtremeHeat,Moderate,7.2,59.7,43.0,80.0,3.9,16,16032,43.0,48.0,1
2023-03-21,Bangalore,3,1,summer,ExtremeHeat,Severe,11.1,17.0,47.5,58.0,6.4,11,6908,47.49,48.0,1
2024-11-12,Delhi,11,1,winter,SocialDisruption,Severe,6.6,9.8,11.7,451.0,2.6,14,25004,10.07,4.0,1
2025-06-29,Mumbai,6,6,monsoon,SevereAQI,Moderate,5.6,796.8,31.4,401.0,2.5,10,10100,401.47,400.0,1
2024-08-24,Bangalore,8,5,monsoon,Flooding,Moderate,5.9,7.8,24.0,64.0,4.3,14,23408,7.78,6.0,1
2023-07-29,Mumbai,7,5,monsoon,SocialDisruption,Moderate,4.8,392.6,27.9,48.0,4.2,11,7678,4.0,4.0,1
2023-09-29,Chennai,9,4,monsoon,SocialDisruption,Moderate,4.2,64.9,30.8,55.0,3.5,14,24528,6.91,4.0,1
2023-02-19,Hyderabad,2,6,winter,Flooding,Extreme,9.3,13.9,24.0,141.0,0.6,12,8004,13.88,6.0,1
2023-04-22,Chennai,4,5,summer,ExtremeHeat,Severe,4.0,49.7,46.8,100.0,8.2,10,7860,46.75,48.0,1
2023-09-16,Delhi,9,5,monsoon,SocialDisruption,Severe,5.5,73.9,37.8,109.0,3.9,12,15420,9.86,4.0,1
2024-04-27,Bangalore,4,5,summer,HeavyRain,Severe,7.6,103.9,29.2,65.0,3.1,14,19320,103.91,64.0,1
2024-09-14,Lucknow,9,5,monsoon,SevereAQI,Extreme,7.6,224.8,36.3,533.0,1.2,8,12376,532.52,400.0,1
2024-09-25,Chennai,9,2,monsoon,ExtremeHeat,Moderate,6.5,85.5,44.1,84.0,3.1,11,17908,44.12,48.0,1
2023-01-16,Mumbai,1,0,winter,SevereAQI,Extreme,11.5,15.4,20.8,565.0,3.4,5,7825,564.58,400.0,1
2024-08-01,Hyderabad,8,3,monsoon,SocialDisruption,Moderate,7.1,113.0,26.3,55.0,5.5,11,10120,8.68,4.0,1
2025-04-25,Chennai,4,4,summer,Flooding,Severe,5.6,11.2,35.1,95.0,6.7,11,16544,11.21,6.0,1
2024-10-31,Mumbai,10,3,summer,HeavyRain,Moderate,5.5,83.3,30.8,101.0,0.8,13,18590,83.27,64.0,1
2024-04-03,Chennai,4,2,summer,SocialDisruption,Extreme,4.8,81.7,36.7,128.0,2.9,18,28008,14.62,4.0,1
2023-08-09,Hyderabad,8,2,monsoon,HeavyRain,Moderate,5.7,70.1,22.8,63.0,5.3,8,10056,70.05,64.0,1
2023-12-04,Jaipur,12,0,winter,SocialDisruption,Moderate,5.8,1.7,20.0,181.0,0.6,13,23205,8.67,4.0,1
2024-08-06,Delhi,8,1,monsoon,HeavyRain,Moderate,12.5,30.2,32.9,51.0,4.4,6,9768,30.16,64.0,1
2023-10-19,Delhi,10,3,summer,SocialDisruption,Moderate,2.0,17.5,45.6,158.0,7.1,14,15008,5.09,4.0,1
2023-07-19,Bangalore,7,2,monsoon,HeavyRain,Moderate,8.4,44.0,25.9,55.0,4.4,14,14714,44.02,64.0,1
2024-04-21,Bangalore,4,6,summer,ExtremeHeat,Moderate,5.3,47.3,43.0,72.0,3.0,19,33250,43.0,48.0,1
2023-03-29,Lucknow,3,2,summer,SocialDisruption,Extreme,10.4,4.9,36.0,75.0,3.3,12,9180,14.31,4.0,1
2024-09-30,Ahmedabad,9,0,monsoon,Flooding,Extreme,4.6,13.2,30.2,70.0,4.8,15,24675,13.15,6.0,1
2025-06-25,Delhi,6,2,monsoon,Flooding,Severe,11.7,11.1,35.5,113.0,8.3,9,16155,11.08,6.0,1
2024-03-19,Delhi,3,1,summer,SocialDisruption,Severe,2.0,22.7,48.3,152.0,4.5,16,19728,10.75,4.0,1
2025-08-05,Mumbai,8,1,monsoon,ExtremeHeat,Extreme,5.1,681.8,51.3,38.0,3.0,13,21138,51.28,48.0,1
2024-05-18,Kolkata,5,5,summer,SocialDisruption,Severe,4.6,51.1,34.6,116.0,2.4,14,14084,12.63,4.0,1
2023-06-21,Delhi,6,2,monsoon,SocialDisruption,Moderate,9.3,84.5,28.1,140.0,4.1,12,11232,7.79,4.0,1
2025-02-18,Mumbai,2,1,winter,HeavyRain,Moderate,7.4,30.0,26.7,159.0,2.9,14,15316,30.0,64.0,1
2025-09-26,Chennai,9,4,monsoon,ExtremeHeat,Moderate,8.8,86.7,44.9,88.0,5.5,11,13937,44.87,48.0,1
2024-07-06,Bangalore,7,5,monsoon,HeavyRain,Moderate,9.4,63.2,23.3,57.0,1.6,12,21180,63.21,64.0,1
2023-11-22,Chennai,11,2,winter,HeavyRain,Moderate,8.3,48.9,24.2,99.0,1.3,9,11943,48.86,64.0,1
2023-09-19,Pune,9,1,monsoon,HeavyRain,Moderate,4.0,82.4,25.8,64.0,5.4,12,16188,82.38,64.0,1
2023-10-01,Bangalore,10,6,summer,SocialDisruption,Severe,8.5,64.2,30.0,105.0,3.8,13,21177,11.05,4.0,1
2025-11-12,Bangalore,11,2,winter,SocialDisruption,Severe,10.7,24.2,22.8,93.0,2.7,13,21190,10.16,4.0,1
2023-05-13,Mumbai,5,5,summer,SevereAQI,Severe,6.8,13.6,33.2,510.0,2.5,15,21360,509.85,400.0,1
2025-03-01,Delhi,3,5,summer,SocialDisruption,Moderate,6.3,25.3,39.9,172.0,5.6,14,20678,8.66,4.0,1
2024-08-02,Kolkata,8,4,monsoon,Flooding,Extreme,10.0,15.2,32.7,88.0,5.6,11,8096,15.19,6.0,1
2024-03-22,Bangalore,3,4,summer,HeavyRain,Moderate,7.7,69.1,28.8,48.0,6.1,13,13780,69.06,64.0,1
2024-05-30,Chennai,5,3,summer,ExtremeHeat,Moderate,2.5,90.7,45.0,118.0,0.3,13,17160,45.05,48.0,1
2024-10-13,Delhi,10,6,summer,ExtremeHeat,Severe,2.0,24.3,48.5,186.0,1.7,14,22890,48.54,48.0,1
2023-04-22,Pune,4,5,summer,SocialDisruption,Moderate,5.1,10.5,33.6,148.0,6.8,12,10500,9.43,4.0,1
2025-03-19,Kolkata,3,2,summer,ExtremeHeat,Moderate,9.3,39.9,45.9,106.0,1.6,17,18071,45.94,48.0,1
2023-10-16,Bangalore,10,0,summer,SevereAQI,Severe,5.5,0.0,28.6,496.0,0.0,15,12900,495.85,400.0,1
2024-02-05,Mumbai,2,0,winter,ExtremeHeat,Moderate,2.1,9.1,44.0,184.0,4.4,14,17570,43.96,48.0,1
2024-04-17,Mumbai,4,2,summer,SocialDisruption,Moderate,7.2,12.9,34.1,109.0,0.3,20,12240,5.58,4.0,1
2023-08-11,Lucknow,8,4,monsoon,SocialDisruption,Moderate,5.0,37.7,31.3,110.0,6.2,12,11916,7.57,4.0,1
2023-11-27,Pune,11,0,winter,SevereAQI,Moderate,8.0,7.8,18.5,400.0,3.7,10,11800,400.0,400.0,1
2024-10-27,Jaipur,10,6,summer,ExtremeHeat,Moderate,13.0,7.2,43.0,265.0,4.4,13,21619,43.0,48.0,1
2025-11-17,Delhi,11,0,winter,SocialDisruption,Moderate,8.7,20.4,10.0,365.0,0.5,3,2295,4.39,4.0,1
2025-12-12,Delhi,12,4,winter,SocialDisruption,Moderate,9.5,22.3,12.8,308.0,1.6,13,10296,7.43,4.0,1
2023-11-22,Kolkata,11,2,winter,SevereAQI,Severe,5.1,29.5,22.3,465.0,4.7,11,9713,464.74,400.0,1
2023-03-15,Pune,3,2,summer,HeavyRain,Severe,2.0,122.6,37.0,111.0,5.0,10,11150,122.65,64.0,1
2025-05-20,Delhi,5,1,summer,SevereAQI,Moderate,5.7,40.6,44.8,400.0,3.4,11,14608,400.0,400.0,1
2023-01-02,Mumbai,1,0,winter,SocialDisruption,Severe,6.5,6.0,21.2,152.0,6.2,12,11484,9.86,4.0,1
2025-03-03,Mumbai,3,0,summer,SevereAQI,Moderate,5.1,16.7,32.3,400.0,3.6,17,28186,400.0,400.0,1
2025-05-15,Hyderabad,5,3,summer,HeavyRain,Severe,11.3,128.9,40.6,135.0,3.8,8,9272,128.87,64.0,1
2025-02-08,Mumbai,2,5,winter,SocialDisruption,Severe,6.8,2.7,24.3,122.0,6.9,9,14139,10.04,4.0,1
2025-08-09,Hyderabad,8,5,monsoon,ExtremeHeat,Severe,9.4,61.3,47.6,81.0,5.4,10,17250,47.62,48.0,1
2024-05-03,Bangalore,5,4,summer,ExtremeHeat,Moderate,8.9,37.6,45.2,43.0,0.9,17,11373,45.2,48.0,1
2025-11-01,Mumbai,11,5,winter,SocialDisruption,Severe,11.9,9.8,24.5,70.0,3.2,22,23804,10.01,4.0,1
2023-03-28,Delhi,3,1,summer,ExtremeHeat,Severe,5.2,15.8,47.5,132.0,1.9,11,18909,47.54,48.0,1
2024-04-06,Mumbai,4,5,summer,SocialDisruption,Severe,8.2,10.4,32.2,84.0,4.2,10,16590,10.28,4.0,1
2023-09-17,Pune,9,6,monsoon,SocialDisruption,Moderate,9.4,141.3,24.8,50.0,6.5,12,15252,8.2,4.0,1
2025-09-08,Pune,9,0,monsoon,HeavyRain,Moderate,8.5,71.4,25.2,48.0,4.7,13,7865,71.39,64.0,1
2023-01-29,Delhi,1,6,winter,SevereAQI,Severe,2.0,3.4,18.8,503.0,4.2,10,8930,502.57,400.0,1
2024-05-01,Hyderabad,5,2,summer,SocialDisruption,Moderate,12.1,18.0,38.2,152.0,0.8,14,24206,4.0,4.0,1
2023-07-04,Pune,7,1,monsoon,Flooding,Severe,5.9,10.7,29.5,48.0,4.0,17,18683,10.72,6.0,1
2025-08-24,Mumbai,8,6,monsoon,Flooding,Severe,5.2,12.4,29.7,60.0,3.6,14,19124,12.39,6.0,1
2023-06-23,Hyderabad,6,4,monsoon,HeavyRain,Moderate,7.5,87.4,28.9,70.0,4.6,14,12922,87.41,64.0,1
2024-06-20,Pune,6,3,monsoon,ExtremeHeat,Moderate,5.0,128.9,43.0,71.0,4.3,13,12870,43.0,48.0,1
2023-10-26,Bangalore,10,3,summer,SocialDisruption,Severe,5.0,26.7,28.5,45.0,5.8,14,9674,11.15,4.0,1
2025-08-02,Mumbai,8,5,monsoon,SevereAQI,Moderate,9.4,452.5,26.9,446.0,1.4,13,8411,445.71,400.0,1
2025-06-10,Chennai,6,1,monsoon,ExtremeHeat,Moderate,10.4,78.6,43.0,82.0,7.1,6,4512,43.0,48.0,1
2023-06-26,Delhi,6,0,monsoon,ExtremeHeat,Moderate,2.0,59.4,43.0,94.0,3.9,14,21434,43.0,48.0,1
2023-04-21,Jaipur,4,4,summer,ExtremeHeat,Moderate,5.7,15.1,44.3,73.0,2.8,11,18458,44.33,48.0,1
2023-06-01,Mumbai,6,3,monsoon,SevereAQI,Moderate,8.8,744.7,26.3,425.0,2.6,13,23374,425.36,400.0,1
2023-01-23,Mumbai,1,0,winter,SocialDisruption,Severe,12.1,0.0,21.6,178.0,3.2,13,9880,9.6,4.0,1
2024-06-09,Kolkata,6,6,monsoon,HeavyRain,Moderate,5.7,56.6,30.0,54.0,4.1,7,8596,56.62,64.0,1
2023-06-19,Delhi,6,0,monsoon,HeavyRain,Moderate,3.6,60.0,34.4,78.0,5.1,8,12280,59.98,64.0,1
2025-10-22,Delhi,10,2,summer,SocialDisruption,Severe,10.3,26.9,42.7,190.0,7.3,8,9272,10.13,4.0,1
2024-01-16,Mumbai,1,1,winter,SevereAQI,Moderate,12.2,7.6,28.0,400.0,7.5,12,8676,400.0,400.0,1
2024-03-13,Kolkata,3,2,summer,ExtremeHeat,Severe,5.0,26.2,48.6,86.0,0.5,13,11960,48.62,48.0,1
2024-05-27,Delhi,5,0,summer,ExtremeHeat,Severe,8.9,28.9,49.5,242.0,5.1,9,14967,49.49,48.0,1
2025-07-06,Bangalore,7,6,monsoon,HeavyRain,Moderate,9.0,77.6,26.5,43.0,9.1,8,12024,77.58,64.0,1
2024-09-16,Mumbai,9,0,monsoon,SevereAQI,Severe,5.3,800.0,29.9,451.0,6.7,8,8104,451.15,400.0,1
2025-04-01,Delhi,4,1,summer,ExtremeHeat,Moderate,7.9,18.7,43.4,144.0,3.8,12,9924,43.35,48.0,1
2024-03-19,Jaipur,3,1,summer,ExtremeHeat,Moderate,16.0,12.3,43.7,219.0,7.0,16,27424,43.69,48.0,1
2023-02-18,Pune,2,5,winter,Flooding,Moderate,2.8,6.0,18.5,85.0,0.0,11,17633,6.0,6.0,1
2025-02-20,Hyderabad,2,3,winter,ExtremeHeat,Moderate,7.0,17.5,43.0,220.0,7.7,15,24675,43.0,48.0,1
2023-06-01,Chennai,6,3,monsoon,Flooding,Severe,6.5,10.9,32.3,94.0,6.5,8,10384,10.92,6.0,1
2024-01-14,Jaipur,1,6,winter,SocialDisruption,Severe,6.8,10.5,10.0,167.0,2.4,10,16540,11.26,4.0,1
2024-09-25,Bangalore,9,2,monsoon,HeavyRain,Severe,2.6,100.8,23.1,71.0,4.7,13,22802,100.81,64.0,1
