claim_amount,rider_experience_months,claims_last_30_days,claims_last_7_days,distance_from_zone_km,time_since_last_claim_hours,trigger_weather_match,other_riders_same_zone_claimed,claim_hour,day_of_week,policy_age_days,is_fraudulent
5800,9,1,0,1.7925069455021025,14.177676960840472,1,1,22,5,29,0
16000,6,0,1,3.3630723095645076,97.39820177705849,1,1,9,0,36,0
7800,12,0,0,0.16287034002265555,154.94003211216,1,0,8,1,29,0
8900,15,0,1,1.6981841164156726,52.79908998451292,1,1,9,0,7,0
14900,12,6,2,18.55,4.203389716161086,0,0,13,4,1,1
11000,9,1,0,0.5728621624279403,75.53265851586538,1,1,20,0,10,0
7300,8,1,0,1.2028971858990607,65.2626238624623,1,1,14,4,52,0
6800,15,1,0,3.0287597845672525,142.55247303900072,1,1,20,1,42,0
15000,9,2,2,4.022918996038421,367.68680010378813,1,1,19,6,75,0
10400,18,1,0,5.7308824908022435,102.00870226789559,1,1,16,1,47,0
8000,9,3,2,5.26,40.761428140791594,0,1,23,4,17,1
16300,5,2,0,0.20961441665512598,66.66419627266748,1,1,12,5,73,0
13700,4,0,0,2.5806400782462147,186.3259031507727,1,1,14,6,19,0
14700,1,6,2,9.84,48.47338282955599,0,0,22,6,6,1
14400,8,1,0,6.21632549657728,720.0,1,1,18,3,49,0
5800,5,1,2,0.027844828073204445,38.60947219152635,1,1,9,2,59,0
5400,14,1,0,1.4680536908101964,597.7326779956923,1,1,8,5,38,0
10900,30,0,0,0.5731014278745717,296.09104754487737,1,1,22,6,96,0
15200,60,2,1,2.8912985577989048,163.67867597943066,1,1,21,0,12,0
6800,9,1,0,4.34178907638038,122.88245683170402,1,1,20,4,46,0
11100,44,0,1,2.9777054812839676,199.11283284277724,1,1,20,3,24,0
15400,13,2,1,0.4933559388688044,433.3001019041136,1,1,13,0,48,0
13200,15,0,0,3.3431481098019535,158.79092504375348,1,0,16,2,58,0
16600,9,2,0,0.8984752284074365,314.6889855208578,1,1,17,5,7,0
12100,6,1,1,7.604918331108681,720.0,1,1,12,2,277,0
4000,29,1,1,0.6200125104533997,47.364212687104356,1,0,15,1,11,0
7900,12,0,0,0.6201527247975626,243.57438753995842,1,1,14,3,61,0
16100,20,0,0,3.3651798128549855,140.3316973260736,1,1,19,3,78,0
14100,8,1,0,0.13368931828765498,145.73890989209258,1,1,17,6,67,0
15800,5,1,1,6.44726582395333,111.29647347861862,1,1,16,0,27,0
15700,11,1,0,4.661981186992408,40.20895910928465,1,1,15,6,8,0
16800,35,0,0,1.8642899735383132,281.1341393272751,1,1,18,4,14,0
17300,23,2,0,2.767951347699264,415.4820703244316,1,1,11,2,141,0
10900,6,1,1,0.18363246116917778,578.1246727138669,1,1,8,3,17,0
9000,11,0,0,2.2434356377126914,18.642212170656403,1,1,9,1,7,0
8500,19,0,1,3.7058764503836743,180.1183129544698,1,1,16,5,61,0
7000,11,3,1,7.000694556798525,55.245914362834604,1,1,17,1,11,0
15600,4,0,1,0.7065417298606707,236.23189607998827,1,0,21,1,97,0
13800,12,0,0,1.8289446634893256,80.36863155569282,1,0,21,3,88,0
15300,8,2,1,0.1791790754579049,159.23090653445084,1,1,19,5,52,0
8600,14,1,0,7.439247064865092,358.8886273431925,1,1,11,1,136,0
17500,23,1,0,0.5952012978439581,170.70509848330224,1,1,8,5,84,0
15800,10,1,1,0.05489932921068309,295.2262291181861,1,1,11,3,20,0
5400,5,2,1,3.1468519394414267,121.15917200141465,1,1,12,3,9,0
8700,6,6,1,19.56,12.483978460647647,0,0,21,1,23,1
5800,9,2,0,1.589114742465604,62.180388529411815,1,1,14,0,156,0
13400,5,0,1,1.9306596383078918,171.5660432045331,1,1,11,4,25,0
7300,17,1,1,0.214796462047615,387.58480063220156,0,1,22,2,124,0
15700,13,1,0,3.2402890731321214,31.880992288437803,1,1,20,3,18,0
7400,32,0,0,4.225518828803432,222.96341553622534,1,1,12,2,77,0
17700,7,0,0,3.809171691695865,107.46486101497834,1,1,18,0,16,0
13900,5,1,0,3.728983767458058,293.14060062063453,1,1,15,2,24,0
13000,6,1,0,0.08886345660874312,47.842497214153454,1,1,22,3,14,0
13400,26,0,0,0.40283136988561064,304.2334275770067,1,1,14,0,47,0
7400,12,0,0,1.0449680816952036,156.09163451283348,1,1,18,3,63,0
12900,4,1,1,0.31272962056373693,92.1310937099217,1,1,8,3,21,0
16300,2,3,2,8.88,6.476732302192702,0,0,2,0,7,1
15100,11,0,0,1.883176821535427,122.32687819033546,1,1,9,0,107,0
15900,20,3,1,13.58,21.01970880159076,0,0,4,3,27,1
4800,15,1,1,1.6049162288320027,249.5317240931322,1,0,16,5,88,0
13600,3,1,0,2.9026705696884028,256.370209479214,1,1,13,4,87,0
7500,9,1,1,0.8097240779106895,89.4325567044518,1,1,20,6,122,0
14300,32,0,1,1.9288665126572189,120.44741735510478,1,1,18,6,56,0
9600,8,1,0,3.055445911828886,139.5082989658197,1,1,14,3,28,0
10400,27,0,1,1.0035520675457719,312.2064317384782,1,0,12,1,75,0
10700,7,0,0,0.30141132645202584,37.643031020856384,1,1,11,3,194,0
10500,31,1,0,0.8305643606631536,201.27752350934125,1,1,10,2,8,0
16700,11,0,2,1.4199417550033102,405.22329118623765,1,0,14,1,38,0
15600,3,6,1,10.36,47.22794616461142,0,0,12,2,4,1
13900,5,1,1,2.7880754393147185,96.56362980844855,1,1,12,6,46,0
12400,3,0,0,2.78715161771247,71.64805186339724,0,1,19,6,69,0
10300,10,0,0,12.0,97.20190424643717,1,1,9,0,29,0
8700,3,6,0,8.45,1.0190035321737303,0,0,5,0,15,1
12800,25,2,0,9.23605647438934,199.83479099123394,1,1,20,3,33,0
4900,33,1,0,1.4712884445863639,194.04124702371104,1,0,13,6,23,0
8300,7,1,0,0.4252975225377334,107.0158375588008,1,1,8,2,31,0
4300,19,0,0,0.8173605630867654,82.36769450830039,0,1,15,4,10,0
8500,12,2,1,5.191968204180773,64.18523418082853,1,0,19,6,51,0
6100,23,1,1,0.06214799262981022,266.54553036091875,1,1,16,6,21,0
15000,4,6,2,19.72,18.054685162696106,0,0,20,5,30,1
15900,50,0,1,8.645051561940862,50.33569011456458,1,1,22,1,72,0
17200,3,2,1,1.5992059138832944,114.65647601537835,1,1,17,1,28,0
17200,12,3,2,18.54,68.93688205902961,0,0,14,1,30,1
9600,4,0,0,0.8041459051855457,49.148556129975795,1,1,20,5,40,0
14400,14,2,0,1.732668302457385,248.3128844063254,1,0,14,6,253,0
8500,11,6,1,3.81,16.547803525230336,0,0,3,2,16,1
14400,4,0,1,0.09784373384111514,200.63259714423415,1,1,11,0,21,0
15500,60,2,0,11.26495184488543,43.266390476571544,1,1,14,4,21,0
6100,13,0,0,0.7886162608927384,330.9862548943957,1,1,20,6,35,0
13300,10,0,1,9.943260876228525,232.03031494415373,1,1,12,1,22,0
17100,4,1,0,0.7245157709692713,170.42227785572877,0,0,13,4,22,0
17000,1,6,1,19.64,64.58157112835065,0,0,15,6,3,1
8300,21,1,0,3.772140900514782,226.36582697863926,1,1,18,2,21,0
15800,5,1,0,2.7781840489679803,97.04370839465356,1,1,13,1,68,0
5400,11,0,1,2.562496749132545,167.31965548421167,1,1,10,5,43,0
9500,50,0,0,1.6014812751126328,101.85066566908858,0,1,8,6,13,0
14100,5,3,1,3.7888970602123444,329.7661019947259,1,1,8,3,110,0
6100,27,0,0,1.8588005788986206,168.60540390942887,1,1,22,2,71,0
12800,14,0,1,5.705498145344646,149.2792937875522,1,1,14,0,33,0
5800,17,1,0,3.416692711196921,80.6199682538438,1,1,19,2,22,0
8900,21,3,1,0.046137839332885816,635.5213405343421,1,1,11,4,54,0
13000,4,0,0,6.1,13.568193127443166,0,0,1,2,4,1
16200,3,0,2,1.421117504837931,204.6736822628293,1,1,11,1,46,0
15300,39,1,1,1.0622099236935227,291.3427687885396,1,1,11,5,8,0
4000,10,0,0,0.5267337393055255,429.48696003244027,1,1,15,0,12,0
7900,22,2,0,0.20261161526710936,320.9515594627978,0,1,19,6,106,0
13000,40,1,0,0.7290420141409105,89.51423771145551,1,1,17,6,30,0
8000,35,0,1,4.536425582719625,140.4901099351869,1,0,9,2,20,0
10300,25,1,0,2.795163619972878,134.3611598025499,1,1,13,2,92,0
15600,33,0,1,0.5136370518058655,272.1334866881256,1,1,14,1,8,0
7600,4,0,0,3.027483974755146,223.06630300473822,1,1,19,0,19,0
12600,36,2,0,2.2008952594576128,14.404956330283715,1,1,17,3,13,0
6400,12,1,0,6.115015287203818,295.7353086776591,1,1,11,2,15,0
12900,6,3,1,0.37618965450991165,209.78814522658007,1,1,20,0,32,0
7900,34,0,1,0.7236869537521848,295.6232779859323,1,1,11,5,16,0
14800,23,0,0,0.5570354841769924,18.10820344971838,1,0,16,5,16,0
15800,17,6,1,20.71,21.8932482562262,0,0,10,3,1,1
17100,7,2,0,0.28225288766674345,108.23184971225012,1,1,22,1,91,0
7900,3,2,0,3.3981291128935154,73.5533214884235,0,1,21,6,26,0
13800,4,2,0,2.354303172866158,142.53717172987862,1,1,22,6,9,0
13400,9,1,0,3.2993931525239995,16.454428228577495,1,1,13,6,14,0
4300,60,0,1,2.237751028241441,130.45193200642518,1,1,20,1,13,0
12700,4,3,1,23.38,87.1143032520575,0,0,16,3,1,1
10200,10,1,0,4.463912263983481,26.699064462245296,1,1,14,4,60,0
13700,28,1,1,2.1594880872168662,163.1977789062823,1,1,17,5,46,0
6500,6,2,1,2.8295556143717198,128.0991096673264,1,1,9,1,28,0
10000,3,9,4,0.61,17.848251037964992,0,0,2,0,4,1
13000,8,1,0,0.9354548928763607,45.69481607864333,1,1,17,1,25,0
11600,5,0,0,2.2469653776556116,202.62888890220438,1,1,13,6,28,0
6200,23,0,1,1.382421494963516,89.14077942207584,1,1,11,2,93,0
9800,6,0,0,0.2918060240741689,720.0,1,0,9,5,30,0
10600,14,1,0,2.6563335088362887,182.89599241381762,1,1,8,1,23,0
17600,5,0,0,0.31501087893681157,48.09510858029786,1,1,22,3,27,0
5000,26,0,0,2.1318527385775026,45.53991082544122,1,1,11,0,56,0
11600,4,1,0,1.2224924755152908,135.58439263328307,1,1,11,2,46,0
10100,19,3,0,0.6942662929416233,720.0,1,1,11,2,49,0
9900,3,2,0,2.9785503156867854,40.95139030040511,1,1,8,5,11,0
12500,15,3,0,10.38,13.561026863591403,0,0,4,3,13,1
6200,11,1,0,7.237792309682368,685.1081545671989,1,1,14,6,26,0
15800,4,0,0,7.901161388429097,190.82334066474178,1,1,11,2,76,0
15300,18,1,1,4.618671216034015,141.63944840606962,1,1,14,5,21,0
14800,8,12,4,1.25,2.5649858221281665,0,0,4,3,4,1
5400,19,0,1,0.248141832820429,647.6786967922366,0,1,16,5,20,0
16300,3,1,1,1.1692019340120428,158.79832801938176,1,1,22,4,12,0
5500,38,0,0,6.359805705723902,127.50055547136715,1,0,8,1,55,0
17000,33,0,1,0.9269875017569711,84.31942782832212,0,1,9,6,7,0
17600,4,0,0,0.13088089767012553,285.82305120869574,1,1,15,6,42,0
10700,10,2,0,6.125778301041777,231.14425622799502,1,1,10,4,79,0
6300,5,0,1,3.780268749860613,121.45389259722813,1,1,15,6,22,0
6500,37,0,0,3.2820946824337334,142.23885796504132,1,1,18,5,19,0
6900,5,0,0,2.0596919902829316,51.742664549055625,1,1,19,4,29,0
14500,60,0,1,6.283894295749234,170.42620491440823,1,1,13,6,53,0
15500,5,12,3,2.93,9.584846134007947,1,0,5,2,1,1
5100,53,0,0,1.1517086952089128,124.81164340037735,1,1,20,6,39,0
4600,21,0,1,4.807413604955467,174.50411215847282,1,0,15,4,7,0
7900,5,0,0,2.2496682718400014,375.73928947103684,1,0,8,5,41,0
7600,5,2,0,2.9243902324700572,179.28538005899068,1,1,8,2,43,0
4400,3,1,1,0.7235432392282958,23.14409550331169,0,1,8,1,10,0
9000,4,2,0,9.0147365592457,454.8311111489306,1,1,18,4,20,0
9000,10,0,0,1.401329913822954,575.6872979441334,1,1,9,1,11,0
15100,3,2,0,0.2822300972032559,246.10425296173935,1,1,9,1,20,0
13700,49,2,0,1.8221364947416294,64.05034751566384,1,1,18,5,11,0
4100,54,2,0,8.543572091587722,222.0759560395153,0,0,16,0,14,0
13500,8,1,1,2.8004773826188383,429.3739001956779,1,1,21,1,48,0
14600,19,0,0,2.7155619132595445,185.46298946248982,1,1,20,6,85,0
13500,12,1,0,6.862862634363563,17.08002109621215,1,1,22,5,25,0
13100,49,0,1,1.9072882956469581,123.4001964566409,1,1,15,4,63,0
13200,14,0,1,4.187533521329467,201.53554073942257,1,1,20,1,42,0
4900,19,0,0,0.607427598177596,177.56031377426712,1,1,9,0,365,0
15900,32,0,1,1.6160601275644675,259.3526504233965,1,1,20,6,30,0
5200,20,0,0,1.4683064000553345,212.16683584514422,1,0,11,1,87,0
6300,46,0,0,3.7535463945477305,118.0805181946405,1,1,15,6,72,0
7400,5,0,1,0.2737226017853981,368.74377977083157,0,1,17,3,11,0
15500,6,12,5,1.28,28.912935033976293,1,0,3,0,11,1
9500,33,1,0,4.548637238183091,42.767709624595,1,1,19,1,56,0
10900,8,1,1,1.524084828234547,113.4737141592792,1,1,8,1,20,0
8100,6,6,1,15.06,28.70210240768477,0,0,19,3,8,1
6000,60,2,1,2.098423973475694,652.0219459238607,1,1,18,3,120,0
8000,4,2,2,5.085044656270013,720.0,1,1,19,2,8,0
9800,7,0,1,1.7488092185449153,72.56253055073236,1,1,15,2,41,0
5300,15,1,1,0.45918764122623906,324.10592984531246,1,1,18,3,23,0
9200,8,0,0,0.17381383244593263,90.25643822884672,1,1,21,3,20,0
17900,6,2,1,2.1945948665514097,65.06787114746547,1,1,9,5,55,0
14900,18,0,0,0.1537097516248585,358.0932976997784,1,1,14,5,103,0
11100,7,3,0,4.481759359740976,519.366786258707,1,1,12,1,11,0
8400,6,0,1,0.4650676488402275,314.46212680824806,1,1,11,6,46,0
17600,6,2,1,0.42390717719046256,119.82342750746325,1,1,22,6,52,0
15000,9,2,1,2.4860729456165007,63.31002254831599,1,1,9,3,27,0
14200,10,3,1,6.82,24.459458460812964,0,1,2,2,3,1
5900,14,0,0,1.0565374167752983,572.4721671377118,1,1,18,2,18,0
5800,5,1,1,0.30247760354104264,720.0,1,1,9,2,45,0
9000,4,0,0,3.250818950048724,558.4068686913502,1,1,13,6,26,0
14900,24,1,1,3.0262501985759127,177.96760857307996,1,1,8,2,58,0
4300,7,1,0,12.0,20.649694982804714,1,1,18,4,11,0
17600,60,0,0,1.917166055911086,74.523587086356,1,1,13,0,172,0
13200,3,1,0,1.2016650554589023,340.8979509082079,1,0,16,1,85,0
14400,44,2,0,0.15045803575933486,290.9812436321375,1,1,13,3,52,0
7600,60,0,0,4.549113753716599,144.29065695099075,1,1,17,4,47,0
14900,5,1,0,0.47203841953411346,420.0909024993555,1,1,19,6,37,0
12300,4,0,1,2.1790167497112014,196.25004471191997,1,1,13,1,29,0
16700,21,0,0,0.6240192277046442,352.1820934434835,0,1,18,6,21,0
11800,5,0,1,1.3735564665925162,296.1755018185719,1,0,10,2,83,0
16900,19,1,0,0.43676505275522826,44.49566263993642,1,1,18,1,68,0
11600,30,1,1,1.8308937402167245,111.72063763560075,1,0,8,5,12,0
5900,6,1,1,7.122273580472709,381.64899059233835,1,1,10,5,35,0
6600,60,2,1,3.7088671824649944,22.976737865766868,1,1,22,4,94,0
7800,29,0,0,0.822261096612622,129.54831856826388,1,0,19,2,16,0
5300,9,1,2,4.068679045360292,38.699439695226644,1,1,14,1,27,0
5100,26,2,1,1.8530406918729745,181.3676222993731,1,1,19,3,125,0
6300,11,0,2,0.5918510350409566,90.32982688986931,1,1,21,1,37,0
14700,52,1,0,0.8179550458690994,88.28960165294394,1,1,8,3,89,0
9000,3,2,0,2.138276489579583,33.98851776025106,1,1,17,0,47,0
7300,16,3,1,0.4912599522592628,81.72056202706554,1,1,11,5,38,0
9600,12,0,1,0.9508297946233618,467.5115431693376,1,1,14,3,67,0
9000,3,0,0,10.380202658759906,584.2961367907847,1,1,18,2,33,0
9300,5,1,0,2.555396817062503,294.8482090259191,1,1,11,0,21,0
16100,14,1,0,9.280591079032437,17.865233276607388,1,1,13,1,43,0
15000,16,2,0,1.0026745388254197,172.68191225301968,1,1,10,2,12,0
14500,3,0,0,2.9050203677825914,249.23842519732753,1,1,19,6,109,0
5600,20,1,0,2.070671074693692,59.19849606869683,1,1,16,5,14,0
14000,18,0,1,0.0795300923827382,241.92924693727582,1,1,14,4,32,0
14000,11,3,1,2.9965082098203615,432.8805991772282,1,1,17,0,78,0
5800,45,1,0,0.5234225176556813,42.34430864663389,1,1,15,6,27,0
5000,3,1,2,0.3778583134189372,34.9425312954816,1,1,20,6,14,0
15500,7,2,1,0.04754162432790885,61.85655292329581,1,1,8,2,18,0
10800,8,1,0,1.6051274355047882,30.874810856276845,1,1,18,5,19,0
9600,35,1,0,11.467858379989778,84.71639172877451,1,1,8,0,60,0
4900,13,0,0,3.0685918525821654,720.0,1,1,8,1,121,0
13500,6,1,0,1.0011492048431334,110.5872264963462,1,1,16,6,9,0
9700,27,1,0,1.569749013061673,37.712657459777276,1,1,8,5,74,0
10800,29,2,0,3.7491699255947775,191.91026014246384,1,1,15,4,83,0
16900,4,1,1,4.085041684361666,512.0067003820504,0,1,12,5,23,0
6400,19,1,2,0.6225743127375383,315.5258238021114,1,1,20,0,26,0
14100,19,0,1,4.5018624166496535,147.81946444011035,1,1,17,4,42,0
15300,30,0,2,4.913273915487977,92.01855041838296,1,0,22,1,77,0
17100,4,1,0,1.250099232883477,100.85879869155882,1,1,9,1,45,0
11000,9,1,1,1.6412431973080557,44.78426688270223,1,1,17,2,64,0
11300,12,0,0,3.368449404424366,525.416120179935,1,1,20,1,40,0
17900,4,1,1,0.12272494301854146,126.09604235320528,1,1,22,6,61,0
16300,3,9,5,5.09,15.70553322536642,1,0,5,3,1,1
12800,25,1,0,1.8858291775643528,15.986211040758718,1,1,8,3,103,0
17200,17,1,0,0.9268984790664235,41.20380690826292,1,1,14,3,23,0
13100,3,1,0,8.893527587323067,379.38687611718206,1,1,13,4,74,0
17000,56,1,0,12.0,251.3873295493072,1,1,14,0,21,0
9400,12,1,0,5.68573619941528,36.24485267831224,1,0,15,5,29,0
11700,18,0,0,7.903896538643609,175.73419906173078,1,1,12,6,53,0
4400,11,0,0,3.9750959630517317,57.941505646620776,0,1,19,3,20,0
15300,46,1,0,3.1904797633591073,648.0402865231226,1,1,15,2,66,0
17500,11,1,0,6.127197452389693,232.07184960173817,1,1,11,3,11,0
16100,16,0,0,2.801642565026303,113.96358387388351,1,1,13,0,15,0
10900,10,0,0,0.07010536403926221,128.86513366436526,1,1,13,5,116,0
17500,4,1,0,0.19741319488745276,22.54483921081203,1,1,12,3,7,0
13900,7,0,0,1.3961226515215477,176.94202040999727,1,0,8,2,13,0
11600,15,3,1,0.202078861068736,321.9838997353748,1,1,13,3,27,0
17400,23,2,0,2.710105511691334,527.3994041433064,1,1,11,6,32,0
11400,5,2,0,1.8570046747408124,720.0,1,0,19,6,21,0
16100,9,2,2,0.4073378233494451,618.2961248928192,1,1,21,3,38,0
14500,6,2,0,1.5265299778172456,288.2370081218443,1,1,18,1,101,0
16700,13,2,0,0.34741929549343414,122.00656940225441,0,1,13,0,14,0
17800,12,0,1,4.908323792548485,401.8035608715617,1,0,10,5,70,0
16000,9,1,0,2.7557114974215953,281.8082191997992,1,1,18,2,77,0
12600,9,0,2,0.3611752017709988,180.25249685181927,1,1,22,2,31,0
5600,10,0,2,0.7313444631432074,146.9701203009594,1,1,16,3,108,0
4700,6,1,0,1.0347062658463915,456.0262010181126,1,1,8,0,73,0
5600,9,1,1,4.505251219941634,284.20186198472516,1,1,13,0,109,0
12100,15,0,0,1.1375114910042694,237.74363311013806,1,0,14,5,10,0
11700,13,1,1,1.1692909824214195,93.68907987971912,1,1,11,3,254,0
7400,32,1,0,2.619473991955856,18.507467834158554,0,1,11,5,140,0
17600,8,3,0,5.171463982290221,123.77729433787206,1,1,22,0,56,0
11200,26,3,0,0.6284313872855934,252.0430724756763,1,1,17,1,68,0
13100,59,0,0,4.503307407697949,412.9531542305405,1,1,11,5,8,0
14100,26,2,0,1.6332281389960412,512.8752703494213,1,1,17,3,92,0
8900,4,0,1,2.335137185116501,20.462018491216227,1,0,20,6,9,0
11000,6,0,0,2.4976449558141924,196.31059400122467,1,1,10,1,11,0
14500,46,2,0,5.771119545462355,90.57477462619133,1,1,13,6,27,0
16700,21,1,0,0.934126128793922,132.9182535266232,1,1,15,5,40,0
5600,39,0,0,1.5320647182004663,110.06144191914284,1,1,13,1,143,0
17200,6,1,1,1.9834872912260257,121.06640313445078,1,1,15,4,10,0
6900,4,0,1,2.1840853872947257,45.0543604373251,1,1,21,1,31,0
17900,15,3,1,14.03,2.486451110936991,0,0,10,4,20,1
8100,3,0,1,0.2141908572249773,53.68779107871127,1,0,15,6,16,0
10700,21,0,1,1.1739865172051998,273.37483854973954,1,1,22,6,40,0
4900,11,0,0,3.6411227138401028,83.15344152097366,1,1,12,6,159,0
11800,23,1,1,0.77735434954444,626.111036254475,1,1,13,5,79,0
17700,7,0,0,0.056244208124109504,131.6345988877248,1,1,11,2,23,0
10600,26,0,0,1.5406358384662797,176.53002827642797,1,0,11,1,10,0
17000,30,1,0,6.235683730601236,47.528821672973834,1,0,18,4,25,0
14400,13,0,1,3.773697333160379,56.421221153748675,1,0,16,4,7,0
11000,46,1,1,7.419454188190379,40.66384749359516,1,1,20,4,56,0
8400,12,0,0,0.006324243981628849,352.0762733893254,1,1,22,4,26,0
14000,10,1,0,0.4175252247246464,720.0,1,1,13,4,27,0
9400,26,2,0,1.8100537644410386,125.31644526495637,1,1,14,2,32,0
5400,60,1,2,2.6389644398767564,55.12942986163628,1,0,20,5,62,0
16700,5,2,0,0.993829312290066,62.09353176263761,1,1,13,2,31,0
14600,12,1,0,4.190485691959423,592.2833234485014,1,1,10,2,46,0
13000,25,1,1,5.661272436680896,387.61654614042004,1,1,14,2,82,0
12500,22,0,0,0.04354324552548665,77.59412674288507,1,1,22,4,26,0
13900,17,2,0,5.015521144589625,267.36915055942745,1,1,17,2,60,0
16500,7,0,0,0.7388250738159601,720.0,1,1,11,0,96,0
15100,9,2,0,2.089679450303456,33.176398716560826,1,1,14,4,28,0
16600,27,0,0,0.6041892881882032,40.10034026627715,1,1,14,0,37,0
16800,16,0,0,1.753921576471653,164.01663456337585,1,1,8,2,19,0
11400,15,1,1,3.5448658775766266,61.436113402107544,1,1,20,0,13,0
7400,43,3,1,2.5161742654701422,111.3082511270651,0,1,14,4,39,0
15600,27,3,0,12.0,335.42278007551533,1,1,13,3,80,0
10300,3,0,0,0.946482202836641,108.5905874772192,1,1,17,1,8,0
8200,11,3,2,10.59,23.18335440454804,0,0,8,5,3,1
4000,9,1,0,2.6776233828758707,608.6092078909442,1,1,16,1,74,0
13200,27,3,0,4.917272504936852,354.4388104217494,1,0,11,5,47,0
5100,15,1,0,5.001397657025397,47.945012521634354,1,1,20,6,26,0
17300,56,2,1,2.90885116278381,405.5691457506129,1,1,18,4,77,0
17800,16,0,1,3.9507436831869915,82.63958116071518,0,1,12,1,43,0
6300,7,2,1,9.834626423103911,12.6956138142011,1,1,22,2,33,0
15200,18,0,1,0.04439653146451819,25.210353522065425,1,1,11,6,42,0
17800,49,1,0,0.5604565016297636,352.99007223658873,1,1,19,4,111,0
14100,21,0,1,2.6375290630674275,255.64658526880984,1,1,12,6,57,0
17600,26,0,0,3.4712845758574113,147.87166912126912,1,1,14,0,101,0
17600,8,12,3,0.24,32.06322452003879,0,0,2,3,30,1
11900,14,2,1,2.7416481468529144,140.3275755750412,1,1,9,2,27,0
4400,10,3,0,0.9176069372473015,75.35596279948824,1,1,13,5,31,0
4100,6,1,0,3.5582099843242587,224.4060838074731,1,1,14,5,12,0
6900,4,0,0,0.6274736758842283,518.5875415042696,1,1,20,6,9,0
4600,4,1,0,0.42685171611574435,525.4854367846563,1,1,14,6,162,0
6400,3,0,1,0.7118894796211005,253.63675623830443,1,1,20,0,12,0
5000,10,1,1,1.2616396512139838,720.0,1,1,16,0,30,0
4300,3,1,1,1.8083564095905538,346.66295146420566,1,1,15,4,9,0
9700,7,0,2,4.125579922230269,111.50512452272605,1,1,17,4,11,0
13500,7,0,0,12.0,44.67312214723116,1,1,18,4,115,0
10100,13,2,0,5.195020824384225,140.89575074752878,1,1,14,3,16,0
12100,9,0,0,0.6939333541753727,190.25287716306445,1,1,20,4,86,0
4700,29,2,0,4.547133449246914,124.620393348606,1,1,21,0,52,0
5600,47,3,0,1.5771169303693877,111.00183864776501,1,1,10,2,68,0
4900,37,1,0,2.56708958665028,44.81905020561994,1,1,18,5,28,0
12100,8,0,0,0.13013047171656797,104.03062158852447,1,0,21,2,28,0
14100,1,3,2,11.06,11.831054498057819,0,0,15,5,10,1
17700,23,1,0,0.942336146444404,235.67144414031222,1,1,14,6,33,0
9500,11,1,0,0.3725898413679306,141.9160811854402,1,1,14,4,57,0
16900,4,0,0,1.8715912016758105,56.94509437007261,1,1,18,2,33,0
5800,29,1,2,1.2823078717170961,33.27534282447024,1,1,18,0,57,0
17100,4,2,0,0.8834514363739178,115.53412549433736,1,1,13,2,154,0
10700,3,0,1,8.134633732447123,44.2328444504431,1,1,18,3,15,0
13200,49,0,0,3.0533198400810457,17.903701154509537,1,1,19,3,72,0
14900,5,0,1,2.9406703984443627,50.002974343017186,1,1,22,1,162,0
7000,4,1,0,2.7197087256737222,15.434212916605379,1,1,16,3,149,0
15900,5,1,0,2.3972637293828716,185.06113569578324,1,1,20,0,92,0
15300,3,1,0,1.0010462567603546,358.82721447157263,1,0,13,6,20,0
4100,10,1,0,7.140976779675164,544.8289715637976,1,1,20,0,73,0
7800,6,0,0,2.792903293218629,249.72749564870566,1,1,8,1,104,0
17800,3,0,0,4.818881315622284,41.86491291469032,1,1,22,5,14,0
13100,12,2,0,1.2680866489400073,130.22820012472405,1,1,8,5,37,0
8800,8,0,0,2.4199420666813167,319.65942034782626,0,1,11,0,102,0
7500,48,0,0,1.686752784172306,438.88965010508326,1,1,11,4,70,0
11000,17,1,1,4.574605694688563,333.59379077781296,1,1,14,0,165,0
17400,6,2,2,12.0,720.0,0,1,13,0,45,0
5100,20,1,0,3.4854506931752818,19.41486385396721,1,1,11,2,113,0
17600,23,2,0,1.5042447434786048,73.27660657014066,1,0,8,5,59,0
5500,24,0,0,2.1781852626553517,86.7892632639572,0,1,12,1,45,0
6200,4,0,0,1.8455317475293995,26.59980710271885,1,1,17,3,54,0
9000,13,2,0,6.885568810291969,165.46654276228614,1,1,16,4,34,0
12800,9,0,0,2.050447131808428,164.25198758518275,1,1,15,6,135,0
15300,16,1,0,2.5554443183165314,325.3027791877398,0,1,11,1,50,0
17800,9,2,0,0.3228202522132092,158.72176546975396,1,1,17,1,42,0
8600,26,1,0,0.08864276800532978,130.59958372934392,1,1,12,6,16,0
4700,19,1,0,0.017527045719550164,137.3329339281649,1,1,10,0,42,0
12600,59,2,1,4.499710567052327,363.9891251104933,1,1,13,3,66,0
4400,4,2,1,0.7204980700612585,61.830924148046016,1,1,8,1,28,0
15200,26,1,2,3.398605877763521,113.96305190697072,1,0,14,0,26,0
12900,29,0,2,1.789211588806242,331.5968202538441,1,1,9,4,9,0
10600,4,0,0,0.0671277054354345,32.30226316979031,1,0,16,1,137,0
16600,3,2,0,0.5721223828563298,67.66636070037362,0,1,18,3,94,0
6900,15,1,1,1.7583907609443878,50.83518856692729,1,1,16,6,22,0
13500,23,0,0,1.8602780573101116,97.187566269383,1,1,11,4,9,0
10300,20,12,5,3.41,37.51989935142112,1,1,5,5,30,1
11900,3,3,1,6.497892475135599,380.8311322399707,1,1,14,3,171,0
