city,zone_risk_level,platform,avg_weekly_earnings,avg_daily_hours,preferred_shift,vehicle_type,experience_months,historical_claims_count,historical_disruption_freq,season,aqi_avg_30d,rainfall_avg_30d,temperature_avg_30d,risk_score,weekly_premium
Kolkata,1.2,Swiggy,2900.0,10.2,Night,Motorcycle,3,2,2.89,monsoon,80.6,318.4,30.0,79.7,90.0
Ahmedabad,0.982,Swiggy,3900.0,9.3,Afternoon,Motorcycle,7,2,2.34,winter,208.4,0.1,14.2,61.2,55.1
Chennai,1.067,Zomato,3600.0,8.3,Night,Bicycle,10,2,2.84,summer,116.4,42.6,33.9,76.4,84.3
Delhi,1.141,Swiggy,2600.0,7.8,Night,Motorcycle,27,0,2.9,summer,214.1,32.1,33.2,84.9,78.3
Hyderabad,1.073,Zomato,4500.0,8.8,Night,Scooter,38,1,2.6,winter,121.1,28.5,24.3,56.7,56.1
Hyderabad,0.987,Zomato,4400.0,10.0,Mixed,Scooter,2,1,1.97,summer,136.9,29.7,38.1,65.3,56.1
Delhi,1.048,Zomato,2200.0,10.1,Mixed,Motorcycle,4,0,0.0,summer,219.9,30.6,44.2,98.3,88.4
Pune,0.977,Both,3400.0,9.3,Morning,Scooter,13,0,2.55,monsoon,53.5,191.2,24.8,46.2,49.7
Mumbai,0.989,Swiggy,3700.0,9.7,Afternoon,Scooter,3,1,3.88,summer,92.3,2.7,31.4,74.5,74.1
Mumbai,0.862,Zomato,2000.0,6.8,Morning,Scooter,30,1,1.41,winter,139.5,3.3,23.5,64.5,57.3
Mumbai,0.969,Both,2000.0,8.1,Morning,Motorcycle,3,0,1.97,winter,143.1,10.0,27.8,67.1,67.5
Mumbai,0.856,Swiggy,2800.0,10.3,Morning,Scooter,8,1,3.42,monsoon,55.0,680.2,30.9,78.1,68.7
Pune,0.999,Zomato,2400.0,7.3,Night,Bicycle,22,2,2.42,summer,106.1,13.2,33.0,58.5,60.7
Bangalore,0.951,Swiggy,2700.0,9.3,Night,Scooter,6,0,2.38,monsoon,69.2,253.4,26.7,36.0,40.4
Delhi,1.06,Zomato,2400.0,9.1,Morning,Motorcycle,31,2,1.67,winter,383.3,16.4,21.7,91.8,88.1
Bangalore,0.821,Swiggy,3400.0,8.8,Evening,Motorcycle,57,1,2.23,monsoon,47.5,160.9,24.0,19.9,31.0
Bangalore,0.889,Both,2800.0,10.4,Morning,Scooter,8,0,2.16,summer,81.5,58.5,27.5,30.1,38.1
Delhi,0.89,Zomato,4400.0,9.5,Morning,Motorcycle,2,0,2.33,winter,259.3,14.0,10.4,86.0,71.0
Mumbai,0.998,Both,3600.0,6.6,Morning,Scooter,15,1,1.08,monsoon,39.7,368.3,29.7,74.5,78.4
Hyderabad,0.971,Zomato,4100.0,10.0,Evening,Scooter,14,1,3.93,monsoon,89.8,127.1,28.4,59.1,57.4
Mumbai,1.132,Swiggy,2100.0,8.0,Morning,Bicycle,16,0,2.01,summer,118.0,0.0,34.0,77.4,82.8
Kolkata,1.005,Both,3000.0,6.3,Night,Scooter,3,3,1.2,monsoon,74.8,430.9,29.0,81.1,90.0
Delhi,1.0,Zomato,3600.0,10.5,Mixed,Scooter,34,5,1.44,summer,155.3,23.7,48.6,100.0,90.0
Hyderabad,0.873,Both,3900.0,6.6,Mixed,Scooter,3,0,1.11,monsoon,81.8,97.1,25.3,48.9,50.1
Kolkata,0.965,Zomato,3000.0,8.3,Mixed,Scooter,4,1,1.8,summer,60.9,71.0,31.1,68.9,65.7
Mumbai,0.84,Swiggy,3100.0,9.6,Night,Motorcycle,7,0,1.74,winter,138.2,14.6,20.2,65.9,59.5
Mumbai,1.059,Zomato,3200.0,8.9,Mixed,Scooter,8,0,2.79,monsoon,84.4,489.6,26.7,74.4,88.9
Jaipur,1.1,Zomato,3300.0,7.8,Mixed,Motorcycle,2,1,0.98,summer,203.1,2.4,43.8,76.7,69.5
Bangalore,0.819,Swiggy,5200.0,7.0,Afternoon,Motorcycle,46,2,0.89,monsoon,47.2,65.3,23.6,24.3,32.3
Chennai,1.005,Swiggy,3800.0,7.5,Night,Scooter,7,2,0.39,summer,71.1,49.5,32.4,68.7,69.4
Mumbai,0.987,Both,3500.0,6.8,Afternoon,Motorcycle,16,2,2.29,winter,133.4,8.9,24.4,67.9,73.2
Delhi,1.145,Zomato,2500.0,8.7,Mixed,Scooter,5,1,2.54,winter,400.0,17.4,10.0,98.2,90.0
Bangalore,0.88,Swiggy,2500.0,7.9,Morning,Bicycle,10,2,0.0,monsoon,54.2,0.0,24.5,39.7,49.3
Pune,0.909,Zomato,3300.0,6.2,Evening,Motorcycle,3,0,2.33,monsoon,53.8,116.1,26.6,45.8,47.5
Delhi,1.032,Both,4400.0,8.4,Afternoon,Scooter,5,0,1.43,monsoon,118.5,76.6,30.2,86.6,90.0
Kolkata,0.941,Zomato,3300.0,7.7,Mixed,Scooter,13,1,2.83,summer,112.6,12.6,32.0,67.2,62.6
Hyderabad,0.948,Both,3400.0,9.5,Afternoon,Motorcycle,3,0,3.54,monsoon,87.6,128.4,24.2,52.5,53.5
Mumbai,0.946,Zomato,2900.0,9.7,Mixed,Motorcycle,5,0,0.63,monsoon,35.0,539.5,30.7,76.7,74.2
Delhi,1.063,Swiggy,2100.0,11.7,Evening,Scooter,5,1,1.54,monsoon,62.6,118.2,37.0,94.4,90.0
Delhi,1.136,Zomato,3800.0,10.3,Night,Bicycle,14,0,2.82,summer,263.5,26.0,44.0,100.0,90.0
Bangalore,0.99,Both,3300.0,6.8,Evening,Motorcycle,33,0,2.83,summer,36.0,79.8,26.8,23.7,30.8
Chennai,0.968,Zomato,3900.0,6.0,Evening,Motorcycle,9,1,1.88,summer,81.7,39.4,40.5,64.3,58.8
Bangalore,1.08,Both,3600.0,6.0,Afternoon,Scooter,9,0,2.74,monsoon,81.5,187.5,26.0,35.5,49.7
Delhi,1.025,Both,2700.0,8.0,Afternoon,Motorcycle,2,0,2.38,winter,383.5,3.7,22.4,87.9,85.0
Hyderabad,1.019,Swiggy,3700.0,6.0,Night,Scooter,26,2,2.79,summer,100.6,33.4,41.9,59.2,55.1
Chennai,1.136,Swiggy,2500.0,7.8,Afternoon,Scooter,8,1,2.84,monsoon,83.1,157.5,35.5,71.0,84.1
Bangalore,0.872,Swiggy,3700.0,9.1,Mixed,Motorcycle,9,1,1.9,summer,65.4,27.4,24.3,29.0,35.5
Chennai,0.968,Swiggy,3400.0,7.9,Morning,Motorcycle,8,0,2.67,monsoon,112.4,71.3,33.3,60.6,61.7
Delhi,0.882,Swiggy,4700.0,9.6,Afternoon,Scooter,14,1,1.91,summer,158.3,40.5,39.2,86.9,70.7
Hyderabad,0.936,Zomato,2800.0,7.8,Morning,Motorcycle,28,0,2.7,winter,103.9,8.3,19.9,40.8,44.0
Bangalore,0.847,Zomato,2400.0,7.5,Mixed,Scooter,11,1,1.41,summer,76.9,41.1,29.3,30.7,35.7
Delhi,0.955,Both,3200.0,12.4,Evening,Bicycle,14,2,2.36,winter,356.7,6.7,12.1,100.0,90.0
Mumbai,1.044,Both,4000.0,8.9,Morning,Motorcycle,36,0,2.34,summer,137.0,13.8,29.0,61.5,65.1
Chennai,0.8,Zomato,2000.0,9.2,Morning,Bicycle,4,1,2.76,summer,92.0,47.1,41.5,70.0,56.7
Chennai,0.961,Both,4200.0,10.7,Mixed,Scooter,3,1,1.91,monsoon,90.5,53.0,35.8,69.7,69.7
Delhi,0.989,Zomato,3300.0,10.8,Mixed,Scooter,4,1,1.25,winter,377.5,22.0,10.0,97.5,90.0
Pune,0.967,Swiggy,2600.0,8.3,Afternoon,Scooter,30,1,1.94,winter,54.9,1.0,10.2,44.1,45.9
Pune,0.8,Swiggy,3200.0,11.1,Night,Motorcycle,9,0,0.84,winter,181.1,9.1,17.2,49.1,40.0
Mumbai,1.115,Both,2900.0,8.1,Afternoon,Bicycle,2,1,1.66,summer,102.0,13.5,34.2,82.6,90.0
Hyderabad,1.113,Both,2500.0,11.0,Mixed,Scooter,5,0,0.74,monsoon,87.4,109.1,26.2,59.8,65.8
Bangalore,1.137,Both,2000.0,6.5,Night,Motorcycle,14,0,2.06,monsoon,64.9,228.1,24.2,32.8,44.3
Lucknow,0.933,Both,4100.0,8.4,Evening,Motorcycle,16,0,2.88,winter,367.8,10.6,10.0,66.5,50.0
Delhi,1.021,Swiggy,3100.0,9.4,Mixed,Motorcycle,14,0,2.75,summer,204.7,13.9,44.0,87.3,78.0
Delhi,0.912,Swiggy,3200.0,9.7,Afternoon,Motorcycle,35,1,0.64,monsoon,78.3,80.0,38.7,79.4,72.5
Bangalore,0.871,Swiggy,4200.0,7.3,Mixed,Motorcycle,6,0,2.2,winter,73.9,22.0,25.5,28.0,35.4
Delhi,0.865,Swiggy,3500.0,6.0,Afternoon,Motorcycle,51,1,4.01,summer,146.0,13.7,44.3,78.6,60.6
Hyderabad,1.024,Swiggy,2300.0,9.9,Mixed,Scooter,12,3,1.55,winter,172.0,19.8,19.0,63.9,69.4
Bangalore,1.1,Zomato,4000.0,8.6,Mixed,Scooter,5,1,2.38,winter,93.9,28.7,20.2,38.7,49.7
Delhi,1.154,Zomato,4700.0,8.2,Evening,Scooter,11,0,2.97,winter,476.3,7.6,16.4,96.3,90.0
Bangalore,0.994,Swiggy,3900.0,12.3,Morning,Motorcycle,9,0,0.8,summer,70.3,22.7,29.9,32.2,37.4
Pune,0.918,Zomato,2800.0,8.4,Night,Motorcycle,5,0,2.3,summer,107.3,0.0,32.8,45.3,42.4
Kolkata,0.988,Swiggy,2300.0,8.0,Night,Motorcycle,51,0,2.77,winter,163.2,26.0,12.2,54.8,55.8
Bangalore,1.117,Both,2800.0,6.0,Mixed,Scooter,3,1,1.74,winter,74.9,45.2,22.2,36.4,49.2
Delhi,1.195,Zomato,3600.0,6.8,Afternoon,Motorcycle,7,0,0.83,monsoon,110.3,29.7,38.0,90.7,90.0
Mumbai,1.141,Zomato,4600.0,10.8,Afternoon,Scooter,20,0,3.01,winter,163.8,14.8,27.6,76.1,80.6
Pune,1.129,Zomato,2900.0,7.5,Afternoon,Scooter,7,0,0.58,summer,94.7,1.7,30.3,48.8,55.9
Hyderabad,1.163,Both,3000.0,10.3,Afternoon,Scooter,2,1,0.19,winter,192.9,21.1,19.5,64.6,73.6
Chennai,1.009,Both,4300.0,6.4,Morning,Bicycle,22,0,0.86,summer,34.5,40.3,35.1,64.6,65.7
Pune,1.034,Both,3200.0,7.3,Morning,Motorcycle,9,1,1.67,winter,115.0,10.6,22.6,46.8,54.8
Mumbai,1.127,Zomato,4900.0,7.2,Evening,Scooter,22,0,0.74,summer,113.8,15.6,29.4,69.8,76.0
Hyderabad,1.062,Swiggy,3400.0,10.0,Mixed,Bicycle,7,1,1.04,summer,108.4,41.0,39.1,70.7,68.4
Delhi,1.104,Zomato,4400.0,8.6,Morning,Motorcycle,13,3,1.43,winter,409.4,14.9,17.1,100.0,90.0
Mumbai,0.927,Zomato,3800.0,6.8,Afternoon,Scooter,10,1,3.06,summer,39.6,10.1,32.9,67.2,71.0
Bangalore,1.168,Both,4100.0,10.4,Mixed,Scooter,8,0,2.37,summer,87.2,42.9,24.7,38.5,46.0
Bangalore,0.94,Both,3400.0,10.0,Morning,Scooter,15,1,2.18,monsoon,60.2,131.8,21.6,37.4,41.1
Jaipur,1.133,Both,3400.0,9.7,Morning,Scooter,25,1,3.33,monsoon,69.6,154.8,35.8,75.5,72.5
Delhi,0.989,Swiggy,3800.0,9.6,Mixed,Motorcycle,20,0,3.37,summer,207.3,29.6,43.9,89.5,75.3
Kolkata,0.936,Swiggy,4100.0,7.3,Afternoon,Scooter,5,1,1.24,winter,202.6,22.0,10.0,71.0,66.6
Hyderabad,0.8,Both,3900.0,11.5,Afternoon,Scooter,8,1,1.19,monsoon,69.8,67.5,30.3,54.6,49.6
Hyderabad,0.974,Swiggy,2100.0,8.8,Morning,Scooter,10,1,1.48,summer,113.9,18.3,33.5,57.8,56.4
Ahmedabad,0.85,Swiggy,3700.0,9.5,Evening,Scooter,5,0,2.21,winter,190.6,4.9,24.2,53.6,41.6
Bangalore,0.889,Zomato,3000.0,9.8,Mixed,Scooter,3,0,3.13,monsoon,45.2,133.6,24.4,33.6,38.2
Bangalore,1.061,Both,3100.0,7.1,Mixed,Bicycle,13,0,1.13,monsoon,46.7,206.1,19.7,39.7,51.1
Mumbai,0.818,Both,3900.0,12.8,Night,Motorcycle,42,1,1.93,summer,81.3,26.4,33.9,67.7,54.1
Delhi,1.148,Swiggy,4900.0,8.9,Night,Scooter,12,0,1.89,summer,194.7,45.8,32.7,86.8,90.0
Pune,1.2,Zomato,3300.0,9.1,Night,Motorcycle,17,1,3.18,winter,99.2,6.0,22.6,52.0,62.6
Bangalore,0.942,Both,5100.0,8.2,Night,Motorcycle,5,0,2.73,summer,81.1,26.4,30.0,28.5,35.1
Delhi,1.145,Both,2600.0,11.3,Evening,Scooter,37,1,1.15,monsoon,86.9,152.5,29.9,83.7,90.0
Delhi,0.832,Swiggy,4500.0,11.4,Afternoon,Bicycle,31,0,2.67,summer,183.1,16.1,46.2,88.4,67.4
Bangalore,1.048,Zomato,3800.0,9.3,Mixed,Motorcycle,2,0,1.76,monsoon,48.7,177.5,25.0,34.2,43.2
Hyderabad,1.043,Both,3700.0,6.1,Mixed,Scooter,2,0,2.22,winter,159.4,17.1,22.8,60.5,59.9
Delhi,1.2,Swiggy,4600.0,8.7,Morning,Motorcycle,7,0,0.96,summer,171.3,17.8,42.1,96.0,90.0
Kolkata,0.955,Both,3000.0,8.9,Morning,Scooter,6,2,0.35,winter,209.2,13.5,18.1,73.1,75.0
Chennai,1.055,Swiggy,4500.0,8.1,Night,Bicycle,9,1,1.76,summer,67.1,59.7,36.5,71.4,79.7
Kolkata,0.978,Swiggy,3300.0,7.0,Morning,Motorcycle,4,0,1.2,winter,243.1,15.0,11.0,66.7,66.8
Delhi,0.955,Zomato,3000.0,6.0,Mixed,Motorcycle,4,1,1.84,monsoon,87.8,89.0,35.2,86.6,84.5
Chennai,0.983,Swiggy,2400.0,11.9,Mixed,Bicycle,7,1,1.45,monsoon,34.7,89.6,32.0,76.7,82.2
Mumbai,0.977,Swiggy,4800.0,10.5,Morning,Motorcycle,15,1,2.04,monsoon,52.1,529.0,27.7,77.4,75.6
Delhi,0.924,Zomato,4400.0,9.1,Night,Scooter,33,0,2.2,monsoon,80.4,79.6,30.9,78.8,70.6
Hyderabad,1.032,Both,3100.0,7.7,Morning,Scooter,23,1,2.59,monsoon,78.9,84.6,26.2,54.0,59.9
Chennai,0.893,Swiggy,3900.0,9.7,Afternoon,Motorcycle,5,0,2.58,summer,149.2,66.1,30.4,57.0,49.2
Mumbai,0.952,Zomato,3600.0,9.4,Evening,Scooter,19,0,3.07,monsoon,50.5,549.1,29.6,68.7,69.4
Pune,1.2,Both,3200.0,8.2,Night,Bicycle,3,0,2.08,monsoon,37.1,255.3,27.7,58.3,76.5
Mumbai,0.986,Both,4300.0,9.8,Morning,Scooter,3,0,0.99,summer,102.6,22.9,33.9,68.9,67.4
Chennai,1.106,Swiggy,3000.0,10.0,Morning,Motorcycle,16,1,2.81,winter,130.6,309.6,30.3,66.3,67.9
Lucknow,0.991,Zomato,2000.0,10.4,Afternoon,Scooter,18,0,2.23,monsoon,79.5,206.2,29.0,66.6,60.6
Chennai,1.092,Zomato,3700.0,7.2,Night,Motorcycle,13,2,2.64,summer,117.6,55.5,31.8,66.7,70.7
Kolkata,0.979,Swiggy,3600.0,9.9,Evening,Motorcycle,33,0,2.67,monsoon,72.8,403.9,29.1,62.4,55.8
Chennai,0.8,Swiggy,3000.0,11.4,Afternoon,Motorcycle,36,1,1.78,summer,112.9,62.7,35.9,55.6,44.0
Kolkata,0.996,Swiggy,2800.0,9.6,Morning,Bicycle,4,0,1.77,monsoon,79.0,504.5,30.9,81.7,82.6
Hyderabad,0.88,Both,2300.0,13.4,Mixed,Bicycle,8,2,3.64,winter,148.4,2.3,24.7,67.7,64.2
Hyderabad,0.964,Swiggy,3200.0,8.6,Night,Motorcycle,16,0,0.94,winter,152.6,20.3,22.2,47.4,45.1
Delhi,1.083,Both,2800.0,6.0,Mixed,Scooter,14,0,1.63,winter,234.7,0.0,18.7,86.1,85.9
Hyderabad,1.2,Swiggy,4300.0,7.3,Evening,Bicycle,9,3,2.7,summer,102.0,22.4,38.3,78.4,89.4
Delhi,0.831,Both,3900.0,7.7,Mixed,Bicycle,16,2,1.84,winter,366.7,11.2,10.7,100.0,83.0
Lucknow,0.971,Both,3100.0,10.1,Night,Motorcycle,5,2,1.54,winter,247.1,9.2,10.1,73.0,68.8
Delhi,1.002,Zomato,3900.0,10.7,Evening,Motorcycle,11,0,2.66,monsoon,88.5,87.8,35.8,85.9,87.0
Delhi,1.006,Swiggy,3400.0,9.3,Evening,Scooter,14,1,3.11,winter,369.6,20.2,22.7,93.5,88.9
Pune,1.007,Both,3300.0,9.6,Evening,Scooter,9,0,2.14,summer,113.8,16.3,33.0,48.7,51.3
Delhi,1.068,Swiggy,3500.0,12.8,Evening,Motorcycle,46,0,0.74,summer,222.6,23.1,45.9,86.4,73.0
Delhi,0.947,Swiggy,4900.0,7.3,Night,Bicycle,60,2,2.1,winter,429.1,9.1,19.5,92.4,87.1
Hyderabad,0.976,Swiggy,4000.0,8.9,Evening,Motorcycle,2,0,2.34,winter,144.9,9.2,20.1,54.2,54.8
Mumbai,1.047,Swiggy,3300.0,8.1,Mixed,Scooter,2,2,1.17,winter,153.0,13.0,27.7,80.1,86.9
Mumbai,0.916,Swiggy,4200.0,6.7,Mixed,Scooter,4,1,3.24,summer,99.8,16.8,35.5,72.4,69.0
Bangalore,0.929,Both,4200.0,6.0,Evening,Scooter,11,2,2.45,summer,65.8,21.9,30.6,37.5,39.8
Delhi,0.992,Zomato,3700.0,11.6,Afternoon,Bicycle,3,0,1.21,winter,337.6,6.5,10.0,95.8,90.0
Delhi,0.929,Both,3200.0,7.5,Night,Scooter,2,1,2.46,summer,210.9,2.5,39.0,93.1,80.8
Mumbai,0.883,Zomato,3200.0,8.5,Night,Motorcycle,2,1,2.45,monsoon,70.8,606.6,27.7,77.0,69.6
Delhi,0.869,Zomato,2600.0,9.9,Afternoon,Scooter,13,0,1.5,summer,182.6,11.5,39.8,85.3,63.0
Delhi,0.995,Swiggy,3600.0,6.6,Mixed,Motorcycle,16,0,0.97,summer,198.6,16.0,41.0,86.2,74.2
Mumbai,1.164,Swiggy,3000.0,7.3,Night,Scooter,15,0,1.77,summer,59.8,21.1,34.0,72.2,82.3
Chennai,1.047,Both,3200.0,9.0,Night,Scooter,36,0,1.49,winter,140.2,288.2,24.5,63.2,61.1
Chennai,0.886,Zomato,4000.0,8.1,Night,Scooter,19,2,2.22,summer,96.0,3.3,45.4,67.1,55.4
Mumbai,1.186,Zomato,4800.0,6.4,Afternoon,Scooter,16,0,1.77,winter,143.5,13.2,21.3,74.5,83.7
Delhi,0.94,Zomato,3800.0,10.2,Night,Scooter,40,1,2.41,summer,227.9,44.3,41.8,89.1,72.3
Pune,1.19,Swiggy,3400.0,8.1,Morning,Motorcycle,24,2,2.19,monsoon,43.8,171.0,21.5,55.0,67.9
Chennai,0.991,Swiggy,3500.0,9.3,Night,Bicycle,2,0,2.62,winter,116.9,250.7,26.9,72.1,70.8
Bangalore,1.032,Zomato,4400.0,9.1,Evening,Bicycle,9,1,2.49,winter,76.3,48.6,23.8,42.5,53.7
Bangalore,0.956,Both,3800.0,10.9,Evening,Scooter,31,0,2.82,summer,43.1,43.6,32.9,32.2,33.0
Delhi,0.964,Swiggy,3700.0,9.7,Night,Motorcycle,5,1,1.29,summer,134.6,21.0,49.8,91.8,81.3
Kolkata,1.166,Both,3700.0,7.3,Afternoon,Bicycle,4,2,2.87,summer,138.9,30.7,34.6,88.6,90.0
Ahmedabad,0.978,Both,2400.0,11.3,Night,Bicycle,17,0,3.59,monsoon,82.0,63.6,29.9,55.5,54.5
Ahmedabad,1.113,Swiggy,3800.0,8.1,Morning,Scooter,25,1,3.0,winter,145.2,3.3,19.0,54.9,57.0
Delhi,1.006,Both,2800.0,7.4,Night,Scooter,9,2,0.79,monsoon,69.5,96.1,38.1,92.9,90.0
Delhi,0.986,Both,3800.0,7.1,Night,Scooter,19,0,3.35,summer,191.3,18.0,45.0,86.7,75.1
Mumbai,1.075,Both,2900.0,6.0,Morning,Motorcycle,6,1,2.63,monsoon,59.6,744.2,29.0,75.6,86.0
Delhi,0.986,Zomato,4000.0,7.8,Night,Scooter,12,1,2.83,winter,436.0,6.0,17.5,92.7,89.0
Delhi,0.905,Both,3400.0,9.8,Night,Scooter,9,2,1.34,winter,402.0,11.5,12.5,97.3,85.7
Chennai,0.909,Zomato,2600.0,6.3,Evening,Scooter,9,0,0.82,summer,89.0,51.2,37.9,63.1,49.7
Mumbai,1.069,Zomato,3300.0,12.4,Night,Scooter,16,0,3.2,summer,89.2,14.3,32.9,71.0,70.5
Ahmedabad,0.8,Swiggy,5300.0,6.0,Morning,Motorcycle,11,1,1.61,summer,182.1,4.2,43.1,53.4,36.3
Mumbai,1.045,Swiggy,2000.0,7.4,Mixed,Motorcycle,29,0,1.32,winter,228.9,9.6,26.9,64.9,64.3
Mumbai,0.827,Swiggy,3600.0,6.0,Mixed,Scooter,33,0,0.72,monsoon,68.6,488.5,31.6,65.9,58.2
Pune,1.021,Zomato,2700.0,10.8,Night,Motorcycle,16,2,0.59,summer,88.6,20.4,31.0,50.9,51.4
Hyderabad,1.161,Zomato,4600.0,10.3,Morning,Scooter,35,0,2.0,monsoon,52.6,145.1,25.8,51.7,63.1
Delhi,0.894,Both,4200.0,8.5,Evening,Scooter,3,1,2.74,winter,422.9,2.4,13.4,93.1,80.8
Chennai,1.063,Zomato,3600.0,6.2,Mixed,Motorcycle,39,2,2.24,winter,77.9,410.9,22.0,63.6,66.5
Delhi,1.135,Both,4200.0,6.6,Night,Motorcycle,8,1,1.89,winter,380.8,21.1,20.2,97.1,90.0
Mumbai,0.931,Zomato,3700.0,9.5,Mixed,Scooter,2,0,3.09,summer,110.7,9.5,35.7,69.6,64.8
Bangalore,0.922,Zomato,3500.0,7.6,Night,Scooter,9,2,3.2,monsoon,66.0,192.7,24.5,40.0,47.7
Delhi,1.045,Zomato,3000.0,7.9,Night,Motorcycle,14,3,1.25,winter,355.7,4.7,21.2,97.6,90.0
Chennai,1.15,Zomato,3200.0,8.9,Afternoon,Scooter,13,0,2.15,monsoon,95.6,54.4,30.7,67.7,73.6
Delhi,1.2,Both,3100.0,8.2,Mixed,Scooter,3,4,2.1,summer,182.3,21.6,42.3,100.0,90.0
Hyderabad,0.911,Swiggy,3500.0,6.0,Evening,Scooter,15,2,1.75,summer,144.5,10.5,35.5,59.9,52.2
Kolkata,1.078,Both,2000.0,6.3,Mixed,Motorcycle,11,3,2.37,winter,253.6,10.4,12.9,75.2,84.5
Mumbai,0.942,Both,4300.0,6.4,Afternoon,Bicycle,9,3,3.19,monsoon,54.7,480.4,32.1,85.3,90.0
Mumbai,0.865,Zomato,5100.0,7.5,Afternoon,Scooter,5,0,0.38,monsoon,75.9,657.7,30.6,78.2,69.2
Bangalore,0.972,Zomato,3200.0,9.2,Morning,Scooter,8,2,2.19,monsoon,66.4,138.7,23.6,41.5,47.0
Kolkata,0.972,Both,4400.0,9.1,Night,Scooter,16,2,2.12,winter,153.5,12.9,20.7,68.2,71.9
Hyderabad,1.01,Swiggy,3400.0,11.4,Night,Motorcycle,4,1,1.8,summer,121.8,31.1,34.6,61.3,55.5
Hyderabad,1.05,Swiggy,3000.0,6.2,Afternoon,Scooter,14,1,2.61,monsoon,76.0,56.3,28.2,56.5,61.8
Bangalore,1.028,Swiggy,3200.0,9.6,Afternoon,Motorcycle,17,0,1.79,winter,96.8,33.7,23.7,33.8,41.2
Delhi,1.146,Both,3600.0,7.4,Evening,Motorcycle,7,1,1.42,winter,303.2,0.0,17.8,91.2,90.0
Chennai,1.2,Swiggy,2900.0,13.0,Night,Scooter,17,2,2.64,monsoon,103.4,50.2,33.4,74.4,87.6
Delhi,1.002,Zomato,4000.0,8.8,Afternoon,Motorcycle,10,4,0.99,winter,383.5,1.3,10.0,100.0,90.0
Hyderabad,0.941,Swiggy,3100.0,7.9,Evening,Scooter,5,0,1.44,summer,118.4,14.0,34.1,54.4,50.8
Mumbai,0.976,Zomato,2600.0,9.5,Morning,Scooter,12,1,1.33,summer,54.7,5.2,33.4,69.2,72.7
Delhi,0.972,Zomato,3500.0,9.4,Mixed,Scooter,7,1,3.36,winter,379.5,8.0,16.0,96.8,89.7
Bangalore,0.929,Zomato,2900.0,8.2,Mixed,Scooter,19,0,2.12,monsoon,67.5,203.6,23.8,28.1,37.8
Bangalore,0.82,Both,3200.0,10.2,Night,Bicycle,27,0,0.89,summer,81.9,24.7,27.6,32.7,31.0
Chennai,0.838,Both,3500.0,12.0,Mixed,Scooter,2,1,2.2,monsoon,68.4,41.0,30.2,61.3,55.6
Bangalore,1.082,Zomato,2400.0,10.8,Night,Scooter,11,0,1.1,summer,36.9,76.4,26.1,37.4,42.8
Ahmedabad,1.09,Both,4700.0,8.7,Mixed,Motorcycle,2,0,2.23,summer,244.6,5.2,44.7,61.9,53.3
Pune,1.039,Both,4200.0,12.6,Evening,Scooter,7,0,0.93,monsoon,51.2,193.5,27.3,52.2,58.5
Pune,0.971,Swiggy,3000.0,10.0,Afternoon,Scooter,2,0,0.77,summer,109.6,18.2,30.9,51.0,50.8
Chennai,0.939,Zomato,3500.0,6.8,Mixed,Motorcycle,4,0,2.57,monsoon,63.4,27.4,32.0,58.1,61.7
Chennai,0.835,Swiggy,4000.0,9.1,Morning,Scooter,44,2,1.5,winter,148.3,314.3,27.9,63.3,50.4
Chennai,0.922,Swiggy,3700.0,8.6,Evening,Motorcycle,8,2,3.01,monsoon,58.2,23.5,33.1,62.0,63.6
Bangalore,0.912,Swiggy,5000.0,7.9,Night,Motorcycle,8,1,0.23,monsoon,33.4,159.6,23.6,31.9,39.4
Delhi,0.83,Swiggy,3300.0,9.6,Night,Scooter,9,0,2.46,summer,185.2,22.4,42.6,86.1,67.5
Chennai,1.026,Zomato,4500.0,6.0,Night,Scooter,4,1,1.61,winter,50.4,186.2,20.3,63.8,68.7
Mumbai,0.911,Swiggy,2400.0,12.2,Evening,Motorcycle,20,0,2.59,winter,170.0,5.2,18.5,67.5,62.4
Mumbai,1.005,Both,2600.0,10.2,Mixed,Motorcycle,5,2,1.66,winter,123.6,5.1,28.6,71.8,80.3
Pune,0.822,Zomato,4800.0,6.0,Afternoon,Motorcycle,42,0,2.49,summer,99.3,14.8,35.5,35.7,34.7
Mumbai,1.071,Swiggy,3200.0,10.2,Morning,Motorcycle,7,1,1.78,summer,89.9,18.0,34.4,73.7,75.9
Bangalore,1.052,Swiggy,2600.0,9.9,Night,Scooter,5,0,2.08,winter,56.3,67.5,17.7,35.6,44.4
Chennai,0.938,Swiggy,3500.0,11.9,Afternoon,Bicycle,10,2,3.05,monsoon,88.5,30.4,32.2,70.1,78.2
Mumbai,1.165,Zomato,4500.0,12.4,Evening,Motorcycle,6,2,2.05,monsoon,89.9,494.4,28.5,85.0,90.0
Ahmedabad,0.99,Zomato,2900.0,12.8,Evening,Bicycle,4,1,1.5,winter,176.4,2.0,29.3,67.9,61.9
Mumbai,1.016,Swiggy,3500.0,8.4,Afternoon,Scooter,28,1,1.24,monsoon,64.9,481.6,27.9,74.7,78.0
Pune,0.813,Both,2000.0,10.1,Mixed,Scooter,8,2,2.39,monsoon,44.9,139.2,25.3,50.8,49.3
Kolkata,0.906,Both,3100.0,8.0,Afternoon,Motorcycle,24,1,2.9,monsoon,66.2,320.8,34.2,64.8,59.5
